10001,44,22,0.5,22,0.5,0,0,44,100,0,0
10002,35,19,0.54,16,0.46,0,0,35,100,0,0
10003,1,1,1,0,0,0,0,1,100,0,0
10004,0,0,0,0,0,0,0,0,0,0,0
10005,2,2,1,0,0,0,0,2,100,0,0
10006,6,2,0.33,4,0.67,0,0,6,100,0,0
10007,1,0,0,1,1,0,0,1,100,0,0
10009,2,0,0,2,1,0,0,2,100,0,0
10010,0,0,0,0,0,0,0,0,0,0,0
10011,3,2,0.67,1,0.33,0,0,3,100,0,0
10012,0,0,0,0,0,0,0,0,0,0,0
10013,8,1,0.13,7,0.88,0,0,8,100,0,0
10014,0,0,0,0,0,0,0,0,0,0,0
10016,17,12,0.71,5,0.29,0,0,17,100,0,0
